	user_id	jobroles	career_level	discipline_id	industry_id	country	region	experience_n_entries_class	experience_years_experience	experience_years_in_current	edu_degree	edu_fieldofstudies
6877	1522312	3885841	0	0	14	de	1	2	4	3	0	7
6878	775163	4023922	0	0	14	de	0	1	0	0	0	
6879	1600647	2320950	5	0	0	non_dach	0	3	6	4	3	5
6880	1030642	0	2	0	0	de	1	1	0	0	1	8
6881	1481908	807663,165098,2534874,4469380,1405333,1710819,4375914,1838416	3	0	0	de	0	3	6	6	0	7
6882	2881732	500718,1667725	3	0	0	non_dach	0	2	4	4	2	3
6883	792710	0	2	0	0	de	0	1	0	0	0	
6884	1556164	621213	0	0	0	de	0	2	3	1	1	8
6885	466237	3079492	1	0	0	de	0	3	4	1	1	8,2,9
6886	332340	3370475	4	3	1	de	1	3	6	1	1	8
6887	2898924	1633310,4469380	0	0	0	de	0	2	2	2	1	7
6888	2600666	2585795,792504,1359014	3	0	2	de	6	3	5	1	0	
6889	1374558	4169675	4	5	15	ch	0	3	7	3	2	8
6890	1345801	1371812,2452252	0	0	21	de	9	2	7	1	0	
6891	1526153	2111897	3	20	1	de	1	3	5	3	0	3
6892	2267081	2616578,1339572,1078596,2917925	4	3	21	de	9	3	5	1	0	
6893	2423674	1035905,2585795	0	0	19	de	2	1	0	0	0	
6894	154010	0	2	0	0	de	2	3	7	0	0	
6895	223360	221785,2958665,4303733,4338514	3	5	2	de	6	3	4	1	2	8
6896	2444471	0	2	0	0	de	9	2	5	0	0	3
6897	944277	4141254	0	0	0	de	0	2	4	2	2	8
6898	2929838	3145630	5	0	0	de	0	2	7	6	0	
6899	2636155	212162	5	0	2	de	9	2	7	2	2	8
6900	2302525	4141254	0	3	21	de	2	1	0	0	0	
6901	711871	3079492,2135130,83066,4499478	2	0	0	de	9	2	2	2	2	8,2
6902	892618	2427634,116280	3	0	0	de	0	2	3	2	2	7
6903	854792	2527907	3	0	0	de	0	2	5	4	2	3
6904	20101	1072848,2550008,1134369	3	0	0	de	0	2	4	3	2	8
6905	1105668	502342	0	0	0	de	0	3	7	3	2	
6906	555168	2845394,2639791,95163	4	0	0	de	0	2	6	2	0	
6907	1684854	2591149,714677,4284901	5	0	0	at	0	2	5	4	0	2,3,8
6908	280784	90449,2136916,500718,2776658	3	12	16	de	3	3	5	3	0	2,4
6909	2756366	3432139,3072367,612078	4	0	0	de	0	3	7	3	0	
6910	1430604	4169675	5	0	1	ch	0	2	6	4	0	2
6911	1072254	234916,212162,3841757	0	3	15	de	6	2	7	4	0	
6912	1361564	4042862	3	0	0	de	0	2	4	1	1	
6913	775070	2314529	4	14	3	de	9	3	7	2	0	3
6914	864223	812432	3	0	0	de	0	2	4	3	1	8,3
6915	49794	0	2	0	0	ch	0	1	0	0	0	
6916	838685	1766375,1222051,769358,4520479	4	0	1	de	2	3	5	3	2	5,8
6917	681930	1253876	0	0	20	de	9	3	5	3	2	8
6918	495221	0	2	0	0	non_dach	0	2	4	1	0	
6919	2186522	732958,3792911,3851990,1549791,2242105,672475,2238602,3067948,1937646,1284893,3509081,2915824,4356252	6	0	0	de	0	3	7	7	0	
6920	1645123	2527907	3	0	0	de	0	2	5	2	3	5
6921	2543878	4499767	6	2	14	de	0	3	7	5	0	
6922	758649	2978502	3	0	0	de	0	3	0	0	2	8
6923	2266083	1951919,628321	3	23	9	de	9	3	6	2	0	
6924	971430	3731273	3	0	1	de	1	1	4	3	0	
6925	1935324	4580338,4451534,1109831	0	0	21	at	0	3	7	4	0	
6926	1229889	0	2	0	0	de	0	2	4	0	1	8
6927	1293442	2396442,154542,494116	3	7	15	de	3	3	5	2	0	
6928	1985315	0	2	0	0	de	2	3	4	0	2	
6929	1449725	4427905	3	23	1	at	0	3	4	1	0	
6930	183137	4141254	3	0	22	non_dach	0	2	7	1	0	
6931	1056513	4017590,1483249,1119112	3	0	21	de	6	3	6	4	2	
6932	249912	3079492,4408755	2	18	9	de	9	2	4	2	2	5
6933	976127	1284889,751977,2314529	0	0	17	at	0	2	5	3	0	8
6934	2492754	3916449,3794933	0	0	6	de	1	3	4	2	0	
6935	2585522	3951320,3267961,1287384	0	0	17	de	5	3	7	4	0	
6936	974760	635441	4	3	8	de	9	3	4	1	0	
6937	967195	22459,3438043	3	0	0	de	0	2	4	1	1	3,4
6938	555960	179647	3	0	0	de	0	1	4	4	0	
6939	796594	1072229	3	14	9	de	9	3	5	3	2	5,2
6940	1167353	3582227	3	0	15	de	2	2	4	3	0	
6941	218626	0	2	0	0	ch	0	1	4	0	0	
6942	1604643	3526231,543252,3869555,612078	4	0	0	de	0	3	6	2	0	3
6943	1530362	2427634,1242704	2	0	0	de	0	3	3	3	2	7
6944	897954	0	2	0	0	de	13	3	3	0	1	8
6945	1408552	4499767	0	0	0	de	0	2	4	2	1	
6946	527362	0	2	0	0	de	9	3	5	0	2	8,2
6947	1736054	154542,4141254	4	0	0	at	0	2	7	4	0	
6948	1615507	63375	3	0	0	de	0	2	7	5	0	
6949	2630680	3079492	2	0	0	de	9	1	2	2	1	8
6950	1239189	0	2	0	0	de	1	2	7	0	0	
6951	2297241	1549791	6	0	8	de	1	1	0	0	0	
6952	2956991	1284361,3482421	5	14	21	non_dach	0	1	4	4	1	3
6953	1637501	996660,341984	4	0	0	de	0	3	6	2	2	
6954	800577	3656021,4550898,4451534	4	3	8	de	6	3	5	2	2	7
6955	1300132	1118975,440118	4	0	0	de	0	3	4	3	2	7
6956	295757	2585509	0	2	14	de	0	1	0	0	1	8
6957	1555519	991642	3	0	0	de	0	3	7	2	1	8
6958	1428250	3432139	4	0	0	de	0	1	7	7	2	3
6959	1942251	500718,59878	4	0	0	de	0	2	7	2	2	
6960	2678385	1685517,1792965,112431	0	0	0	de	0	3	5	4	2	2
6961	833897	2314529	2	14	21	de	9	1	3	3	2	5
6962	1128852	682885,2323129	0	0	9	de	9	2	4	3	3	5
6963	1298208	2078757,3913136	4	0	9	de	2	3	6	2	0	3
6964	2438822	3490916	2	0	0	de	0	1	0	0	0	
6965	2226307	508637	3	14	16	ch	0	3	5	2	0	5
6966	212866	3079492,3788202	0	0	0	de	0	3	3	1	2	8
6967	1061171	2788056,3287640,444534	3	0	0	de	0	2	5	4	0	
6968	1985976	3370475	4	0	0	de	0	3	7	2	0	
6969	2718264	1968875,1726530,2152807,869768,2569932,3165479,500718	0	0	19	de	5	3	6	4	0	8
6970	171513	996660,2397330	0	0	8	de	9	3	6	2	0	8
6971	2879467	1567693,4470114	0	0	0	at	0	3	4	2	2	8
6972	2097275	503790	4	0	9	de	9	3	6	3	0	8
6973	2446076	240317	3	0	16	ch	0	1	4	4	0	
6974	2595692	4141254	2	0	0	de	0	3	4	1	1	8,5
6975	703361	4425593,4321623	3	9	8	de	6	3	5	1	0	
6976	335206	0	0	0	0	de	0	1	4	0	2	5
6977	2417602	3478136,1013546	2	0	0	de	0	2	4	1	1	
6978	2188369	3847247,709692,654490	3	0	0	de	0	2	7	6	0	
6979	752649	0	2	0	0	de	7	3	4	0	1	3
6980	430760	2905196,3079492	2	0	0	de	1	2	2	1	0	
6981	2652781	3667990,2991574,2325779	3	0	22	de	2	2	5	4	2	3,5,6
6982	2867005	1792965	0	0	15	at	0	3	7	1	0	
6983	2724269	612078	0	0	0	at	0	2	4	2	2	3
6984	2296786	63258	2	0	0	de	2	2	6	3	0	
6985	1543283	2285759	0	0	2	de	1	3	5	4	0	
6986	869099	2111897,1508916,1477425,3256528	4	0	0	de	0	3	5	3	2	
6987	207713	0	2	0	0	de	1	3	4	0	2	5
6988	2482481	1057568	0	3	1	de	2	1	4	4	0	
6989	575269	3240672,4344010,612078,500718	0	14	21	de	7	3	4	1	2	2
6990	2034237	830122	6	0	6	de	9	1	5	5	0	2
6991	2709943	0	2	0	0	de	5	3	7	0	0	
6992	2724883	792504,2152807,3079492	3	0	0	de	0	2	4	2	2	
6993	1419449	2660625,315526	5	0	8	de	9	3	7	4	0	
6994	1207929	2314529	3	14	21	de	13	2	4	2	2	5
6995	1563965	4251712	0	0	12	de	6	2	4	2	2	7,2
6996	2124597	4075786	2	0	0	de	10	3	4	2	1	8
6997	181299	598236	4	0	0	de	0	3	7	5	0	
6998	2779305	502342	0	0	0	de	0	3	5	0	0	3
6999	1915300	1283916	3	2	14	de	2	2	5	2	2	
7000	2511352	502342,3606263	0	0	2	de	2	3	5	3	0	
7001	2654694	2978502	4	3	21	de	1	3	2	2	0	
7002	398564	2616578,4309836,4152065	3	20	9	de	10	3	6	1	0	3
7003	2092369	2270687,1581843	0	0	21	de	6	3	5	2	2	5
7004	2462093	4490078	3	6	22	de	7	3	4	2	2	2,8
7005	110417	4284901,4451534	5	3	21	de	9	3	5	2	0	
7006	1820458	0	2	0	0	at	0	1	0	0	2	5
7007	854259	366342	4	0	0	de	0	3	5	1	0	3
7008	2087370	0	2	0	0	de	2	1	2	0	0	
7009	1760841	4490078	3	6	19	de	9	2	4	3	0	
7010	1123082	3868946	3	20	1	de	9	1	6	5	0	3
7011	2165105	3768439,2111897	0	3	15	de	9	1	0	0	0	
7012	2047390	3370475	4	0	0	de	0	2	4	2	2	
7013	2830356	1567693,2385717	0	0	18	de	9	3	4	2	2	4
7014	2593874	2768036	5	0	0	de	0	2	7	2	0	
7015	1414015	1048473,4430200	0	0	0	de	0	3	5	2	2	7
7016	2066435	812432	0	0	0	de	0	2	4	2	0	
7017	2059761	2314529	3	0	21	de	2	2	6	5	0	
7018	2087460	0	3	0	0	at	0	3	4	0	0	
7019	1301640	0	2	0	0	de	0	2	3	0	2	
7020	1231789	412919	4	0	0	de	0	3	7	3	1	8
7021	1042306	3731273,1884367	3	20	1	de	6	1	3	3	0	3
7022	689253	4432807,2168532	3	0	0	de	0	3	3	3	2	
7023	1978116	3287640	2	0	0	de	1	2	4	4	1	
7024	2412896	4284901	0	0	8	de	10	3	7	1	0	
7025	1503736	2765778,3870375,2925816,649727,4284901,4017590	4	0	0	de	0	3	5	4	0	
7026	852767	0	2	0	0	de	1	2	4	0	0	3
7027	1022837	812432	0	3	8	de	9	2	4	4	0	
7028	1773048	1792965	0	0	0	de	0	3	7	4	3	5
7029	2306734	851868,76751,2447454	0	0	0	de	0	3	4	4	1	2,6
7030	2831547	444534	0	0	14	de	1	3	5	3	2	2
7031	2618151	1284613,3768439	2	0	0	de	16	3	3	2	2	
7032	1027272	3455040	2	0	0	de	0	1	2	1	2	5
7033	1153645	0	2	0	0	de	2	3	5	0	0	5
7034	424986	1619956	0	0	19	de	1	2	5	4	0	
7035	1045013	2527907	0	0	10	de	7	1	0	0	3	5
7036	505178	0	2	0	0	de	7	2	7	0	0	
7037	585768	2396442,2378915,76887,524518	3	0	15	de	13	3	6	2	0	
7038	773595	1504358	0	0	1	de	7	1	0	0	0	
7039	3161	2258282,3432139	3	0	0	de	0	2	4	3	1	8
7040	1409443	0	2	0	0	de	2	3	7	0	2	8
7041	2816438	3079492	2	0	0	de	0	3	4	3	2	3
7042	1034410	4438218	3	0	0	at	0	1	2	2	2	3
7043	1757857	3287640,1468622,4075323	0	0	15	de	1	2	4	4	0	
7044	1503856	3580664	3	0	20	de	1	1	3	3	0	8
7045	1366796	494116,3274326	3	2	14	de	6	3	7	2	0	3
7046	1335698	3543754,3210328,528730,1624930	0	9	21	de	10	3	4	2	1	8
7047	1910923	0	5	0	2	non_dach	0	1	0	0	0	
7048	201121	4521727,2500419,3673221	0	0	0	de	0	3	7	3	1	
7049	2675851	0	3	0	0	de	0	2	4	2	2	5
7050	1734253	502342	4	0	0	de	0	3	6	3	2	
7051	355733	1210814	4	5	1	at	0	3	6	1	0	8
7052	2778701	1285390	4	0	2	de	2	3	7	0	0	
7053	822982	3370475	0	0	23	de	9	3	6	2	0	8
7054	1500366	0	2	0	0	de	7	3	4	0	2	5
7055	374991	1792965	0	0	14	de	7	3	6	4	0	8
7056	2671108	1319614,3870375	0	0	18	de	1	3	4	3	2	4
7057	1385194	1426917	0	0	0	de	0	3	4	2	2	3
7058	603302	63258	5	0	0	de	0	1	4	4	0	
7059	911163	0	2	0	0	de	0	3	7	0	0	8
7060	520951	76751	2	0	0	de	0	2	4	2	1	8,3
7061	2964838	121674,280732	3	16	15	de	7	3	7	5	0	2
7062	549030	4321623,494116	0	0	0	at	0	3	6	4	2	
7063	1997153	1782999,508447	3	15	1	de	1	1	4	4	0	
7064	1134047	4017590,524518,1766375,3958745,932157,2573697,2169794,2915824,3667946,4049722,1537938,2314529	6	0	0	de	0	3	4	4	1	
7065	204704	0	2	0	0	de	0	3	3	0	0	
7066	914319	0	2	0	0	de	10	3	4	0	1	8
7067	1513277	1072229	2	0	0	de	1	3	4	3	1	
7068	1463329	3408137	3	0	0	de	0	3	6	4	0	
7069	388282	666676,240317,23302	0	0	5	de	1	2	7	0	0	
7070	2195731	0	2	0	0	de	1	3	6	0	1	3
7071	2118949	0	2	0	0	ch	0	2	0	0	0	
7072	2284446	21641,1817704	0	6	11	non_dach	0	3	4	1	0	2,8
7073	1164603	0	2	0	0	de	9	2	2	0	1	8
7074	60455	2362008	3	0	0	at	0	1	3	3	2	
7075	2588287	3028585,315526	4	0	14	de	1	2	7	4	0	
7076	137204	901174	4	3	4	de	2	3	5	1	0	
7077	2943000	4321623,543252,3028585,76751	3	0	0	de	0	3	5	2	0	5
7078	925780	3145630,239444,2915824	5	2	15	de	1	3	0	0	0	
7079	1242231	2978502	3	0	0	de	0	3	7	1	0	
7080	276796	2865345	4	0	0	de	0	1	6	4	0	
7081	2112083	901174	3	3	8	de	2	3	6	2	0	
7082	47820	991642	0	0	8	de	10	1	0	0	0	
7083	1890723	4284901,935969	4	0	0	ch	0	3	7	4	3	6
7084	2224539	0	2	0	0	de	2	3	4	0	1	8
7085	1876906	433227	3	0	0	de	0	1	3	2	0	3
7086	2313437	0	2	0	0	de	1	1	0	0	0	
7087	1803008	2380081	0	0	15	de	9	1	4	2	0	
7088	949132	1103764	3	0	0	de	0	3	4	3	2	7
7089	2856103	1235122,1508253	0	0	11	de	3	1	0	0	0	
7090	581523	976804,1826305,1893191,2550008,1913940,1214687	5	0	0	de	0	2	7	7	2	8,3,2
7091	55324	4490078	2	0	0	de	0	1	2	2	1	8
7092	1852516	76751	3	0	14	de	2	1	0	0	0	
7093	1096562	444534	3	0	0	de	0	3	7	0	0	
7094	2496908	3182738	4	0	8	at	0	3	5	1	2	8
7095	1477672	0	2	0	0	de	10	2	6	0	0	
7096	93314	3079492	1	0	0	de	0	1	3	3	1	
7097	506349	996660,3377750	0	0	0	de	0	3	5	2	1	5
7098	1075513	4546220	3	0	0	de	0	2	3	3	0	7
7099	1440807	221785,500718,2380081	4	0	0	de	0	1	3	3	0	
7100	701081	22459,3517194	3	0	0	de	0	1	6	5	0	
7101	780413	1871936	3	0	0	de	0	2	7	5	2	2,8
7102	2237908	1013546,3145630,76751	4	2	21	de	1	1	4	4	0	
7103	1325051	1792965	3	11	21	de	6	3	4	1	2	2,8
7104	34038	1454561,1768488,2573697,100039	0	5	2	de	2	2	6	1	0	
7105	2698778	3221536,878374	4	3	1	ch	0	3	7	2	0	
7106	2053081	4490078	3	0	15	de	1	3	7	3	0	8
7107	1879100	0	2	0	0	de	9	1	3	0	2	8
7108	1825546	2761836	3	6	9	de	10	3	4	2	2	
7109	2329232	3724669,1284613	3	13	8	de	9	3	7	2	0	8
7110	2318524	3500451	3	15	1	de	9	1	4	2	0	
7111	506136	3081292	3	0	0	de	0	2	4	1	0	
7112	539337	3287640	3	23	14	de	9	1	4	4	0	
7113	561212	3432139	4	0	0	de	0	2	4	3	2	3
7114	808587	0	2	0	0	de	3	2	2	0	2	2
7115	518219	1869807	2	0	0	de	1	1	2	2	1	5
7116	1628305	1267287,3731273,4160943,500718	3	20	9	de	2	3	4	3	0	3
7117	848805	3543754	0	0	21	de	2	1	5	4	0	
7118	1165855	127061,272304,1576827,3582227	2	0	0	de	9	3	4	2	2	7
7119	44803	2380081,3378061,3729575	4	0	15	de	10	2	5	2	2	
7120	885930	3286409,3345382	0	0	9	de	1	3	7	3	0	3
7121	1192203	3392240	5	0	0	de	0	2	4	3	1	
7122	82961	99840	3	0	15	de	1	1	0	0	0	
7123	763550	991642	2	0	0	de	2	2	4	4	0	8
7124	164881	3081292,2788056	3	0	0	de	0	3	6	5	0	
7125	2020553	3418410	2	0	0	de	0	2	3	1	1	8
7126	112371	1773105	3	14	21	de	6	3	6	4	0	
7127	1462492	517734	4	0	0	non_dach	0	1	0	0	0	4
7128	1819213	2682049	2	0	0	de	6	3	4	1	2	8
7129	27720	0	2	0	0	de	1	3	6	0	0	
7130	1226818	4490078	3	0	0	de	0	1	4	1	2	8,4
7131	1478995	2314529	0	0	23	de	2	3	3	1	2	5
7132	2827116	4184347,1549791,1105841,4284901	6	0	0	de	0	3	6	4	0	
7133	2188532	0	2	0	0	de	13	1	3	0	2	
7134	2744830	3582227	4	0	0	de	0	3	7	1	0	
7135	2006966	2954872,807663,63375	3	0	0	de	0	1	2	2	0	
7136	957060	3370475	0	0	0	de	0	3	6	2	0	
7137	282670	3916352	3	0	0	de	0	1	4	0	0	
7138	1292701	3474546	3	0	0	de	0	2	3	0	2	8
7139	152281	4451534,1319614,4383242	0	0	14	de	9	3	6	1	2	3
7140	2516747	2473582,3079492,213841,3408137,3794933,3895452,2031982	2	0	0	de	9	3	3	1	0	
7141	2812527	1162788	6	0	0	de	0	3	4	1	2	2
7142	2020864	2317118	3	0	5	de	1	2	7	6	0	3
7143	2381978	3533669,3432139	3	18	1	de	9	3	7	2	0	3
7144	2435063	4321623,715711	3	0	0	de	0	3	6	2	1	2,8
7145	573483	0	2	0	0	de	3	2	4	0	2	
7146	1984843	726713	3	3	8	de	9	3	5	2	0	8
7147	543780	809092	5	0	16	de	1	1	0	0	0	
7148	1828015	4321623	0	0	14	de	10	3	4	4	2	
7149	1661732	1870403,1109831	4	15	9	ch	0	2	4	2	0	3
7150	2020634	0	2	0	0	de	1	1	0	0	0	
7151	1496963	2978502	3	0	0	de	0	3	6	1	1	8
7152	842121	682906	0	14	21	de	2	3	5	1	0	
7153	139271	1305552,1581843,196892	4	14	1	de	10	3	5	1	0	5
7154	612983	0	2	0	0	de	1	1	0	0	0	
7155	416382	3511734,3145630	3	0	2	de	6	3	6	2	2	8
7156	658237	3572572,4159968,213841,1520141	0	0	19	de	2	3	7	3	0	
7157	1355285	2978502	3	3	21	at	0	3	6	1	0	
7158	2844729	2978502	0	0	21	ch	0	3	7	0	0	3,8
7159	2025652	2314529	3	14	9	at	0	3	6	2	0	5
7160	2789720	2314529,3240672,1549791	5	14	21	at	0	3	7	6	0	3
7161	1199217	4141254	0	0	21	de	7	2	3	2	0	8,2
7162	2655700	3432139	4	0	0	de	0	2	7	5	0	3
7163	155597	174758	0	14	21	non_dach	0	3	3	1	1	8
7164	2648567	3079492	2	0	0	de	9	1	1	1	1	4,3
7165	1288716	1130570,962959,4547168,379153	3	2	14	de	1	3	4	1	1	8,3
7166	2808387	0	2	0	0	de	0	1	1	0	1	
7167	2386089	0	2	0	0	de	3	1	4	0	0	3
7168	2165987	1072848	2	0	0	ch	0	3	5	3	0	
7169	2641504	3432139	3	10	5	ch	0	3	4	1	0	
7170	1167686	502342	4	14	22	ch	0	3	6	1	2	3,8
7171	200039	0	2	0	0	de	2	3	4	0	2	
7172	481569	0	2	0	0	non_dach	0	1	3	0	0	5
7173	1697792	635441	4	0	0	de	0	3	5	1	0	
7174	2551728	3729575	3	0	7	de	7	1	4	4	0	
7175	2798961	0	0	0	0	de	0	3	3	2	0	8
7176	2150021	3432139	3	7	21	de	2	3	5	2	2	7,2
7177	2454957	675056,1506826,634110,1745650	0	0	10	de	9	2	4	1	2	3
7178	604139	1072229	0	0	9	de	9	3	6	1	0	3
7179	465544	1581843,1179799	4	0	13	de	1	3	5	4	0	
7180	1587846	1808947,3964402,221785	3	0	0	de	0	2	7	6	2	8
7181	1908360	1910739,127061	3	0	18	de	7	2	6	4	2	5
7182	201550	0	3	3	1	de	9	3	5	3	0	
7183	872919	3456869	3	14	21	de	15	1	4	3	0	
7184	1210667	3432139,524518	3	9	18	de	5	3	4	2	2	7
7185	1958055	4506260,3370475	0	0	15	de	10	2	5	1	0	
7186	194514	0	2	0	0	de	0	2	4	1	0	
7187	2413109	897463	3	17	13	de	9	3	4	1	0	8,7
7188	545436	2978502	3	22	20	de	6	3	5	2	2	8
7189	209320	444534	3	0	8	de	1	3	6	2	0	8,2
7190	1619784	2767395	0	0	1	de	9	3	7	1	0	
7191	1810191	1697733,494116,3667946,1279904,3240672,2314529	4	0	0	de	0	2	5	3	0	
7192	797037	2550008,996660	4	0	0	de	0	3	5	3	1	8
7193	1772881	0	2	0	0	de	1	2	4	0	0	
7194	2482583	2995613	3	14	21	de	1	3	7	1	0	
7195	2841906	0	2	0	0	at	0	1	2	0	2	3
7196	2408718	3287640	3	3	8	de	0	1	5	4	0	
7197	476958	2111897	5	0	0	de	0	2	6	3	0	
7198	329545	0	2	0	0	de	6	1	2	0	2	2
7199	1226613	3079492	3	0	0	de	0	1	2	1	1	8,2
7200	1935380	76751,3954962	0	14	21	de	9	3	7	2	0	
7201	2644850	315526	3	0	8	de	7	1	6	2	0	8
7202	2612449	1549791	6	0	11	de	9	3	7	5	0	
7203	2800103	2628571,2865345,524518	0	0	16	de	1	1	5	5	2	6,2
7204	2523841	3482421	6	14	21	de	2	3	6	2	0	8
7205	1976289	2196170,996660	3	0	19	at	0	1	0	0	0	8
7206	1066733	1890945	3	0	21	de	0	2	4	2	2	5
7207	460621	0	2	0	0	de	7	3	4	0	2	5,2,8
7208	87062	0	2	0	0	de	1	1	1	0	1	
7209	1843468	1549791	2	0	0	de	0	3	7	3	0	3
7210	2230776	695787,2359191,2380081	4	9	15	de	7	3	6	2	2	8,2
7211	2934191	642559	0	2	21	de	9	2	4	3	1	
7212	586591	0	0	0	3	de	3	2	5	1	0	
7213	660515	4499767	4	3	1	at	0	1	6	5	0	8
7214	1515352	2396442,3963673,3290142	0	0	15	de	9	3	7	4	0	
7215	1414145	4408755	3	18	9	de	9	3	4	2	1	3
7216	2595815	177854,4432950,996660	3	0	0	de	0	3	6	5	2	
7217	2738620	1179799,315526,1253876	4	0	0	de	0	3	6	1	2	8
7218	406397	0	2	0	0	de	9	3	4	0	0	5
7219	667326	3533669,2314529,4333385	3	18	1	de	0	2	6	3	0	5
7220	2577259	0	5	0	8	de	2	1	7	7	0	
7221	680936	935935,4141254	0	0	11	de	7	3	4	2	2	8,2
7222	85921	4321623,2148295,213841,3145630	4	13	8	de	1	3	7	2	0	
7223	125813	2314529	3	14	21	de	1	3	5	2	1	5
7224	896061	1072848	0	0	23	de	9	2	3	1	0	
7225	506287	1284361	0	0	21	non_dach	0	1	0	0	0	
7226	2020591	1491690,4141254	3	3	8	de	5	3	5	3	0	7
7227	40456	3081292	3	0	0	de	0	2	7	5	0	
7228	2483539	3434618	0	14	21	de	6	2	4	1	2	3
7229	2412095	0	2	0	0	de	7	2	3	0	1	7
7230	2454555	0	2	0	0	at	0	1	0	0	0	3
7231	2108261	4284901	6	0	0	de	0	3	6	4	1	
7232	50178	1283916	3	2	14	de	2	3	5	0	0	6
7233	132040	412919	0	0	0	de	0	3	5	1	2	3
7234	661305	3517194,3287640	3	0	0	de	0	3	7	4	2	
7235	2048086	612078	2	0	0	de	0	2	4	1	1	8
7236	2354181	2111897	4	0	8	ch	0	1	5	3	0	
7237	1431599	291827	0	0	1	de	9	1	0	0	0	
7238	2581417	0	2	0	0	de	0	2	4	1	1	8
7239	282841	380603	0	0	13	de	0	1	0	0	0	
7240	2223299	3079492	2	0	0	de	3	3	3	1	1	
7241	108891	4408755	2	0	0	de	12	3	6	3	2	5
7242	2194230	500718,3039000,2572677	3	20	1	de	7	1	4	3	0	
7243	2803878	4181623	0	0	5	de	2	1	0	0	0	
7244	2495811	2591149	2	0	0	de	0	2	4	3	1	3
7245	592493	4552398,3724669	4	0	23	at	0	3	4	3	0	
7246	1740158	0	2	0	0	de	7	2	1	0	0	2
7247	578436	0	3	0	0	de	0	1	3	0	0	
7248	1620337	2660625	6	0	8	de	9	2	7	3	0	
7249	2290063	0	0	0	14	de	6	3	7	7	2	8,2
7250	564659	1279596	0	0	6	de	9	1	0	0	0	
7251	807567	3478136	0	0	18	de	1	1	0	0	0	
7252	910660	1549791	6	0	14	de	6	3	7	4	2	8
7253	258020	1549791	0	0	15	de	0	1	6	1	0	
7254	2147518	492263	3	6	3	de	1	3	4	2	2	8
7255	1637398	2251210	3	14	21	de	7	1	2	2	0	
7256	457400	0	2	0	0	at	0	1	0	0	0	
7257	353419	4438218	3	20	9	de	2	2	4	1	0	3
7258	2841515	882686	3	23	3	de	9	3	5	2	0	2
7259	1172779	3432139	3	7	18	de	10	2	4	2	0	
7260	611820	878374,1162788	3	14	13	ch	0	3	6	3	0	3,5
7261	2849690	2111897	3	0	0	de	0	3	4	4	0	9
7262	453653	401445	3	0	10	de	2	3	4	2	2	5
7263	864711	2865345	4	9	21	de	2	3	7	2	0	8
7264	1715393	612078	3	0	0	de	0	3	6	2	0	
7265	1396849	3111569,1508916,3256528,1477425	2	0	0	de	1	2	4	3	1	
7266	2803916	2338195	3	7	15	de	10	3	4	2	1	5,3
7267	1906037	3392240	4	0	1	de	9	3	4	3	2	3,8
7268	2267141	0	2	0	0	de	3	1	5	0	0	
7269	744985	94890	3	0	0	de	0	2	4	3	1	8
7270	992133	18903	3	14	9	de	1	1	4	4	0	5
7271	984527	3079492	2	0	0	de	2	3	3	2	2	
7272	1134492	0	2	0	0	de	7	1	5	0	0	
7273	1410342	3551384	0	0	0	de	0	1	6	6	0	8,7
7274	2865379	63375	4	0	0	de	0	3	6	3	0	
7275	2758044	1072848	2	0	0	de	0	3	5	1	0	
7276	1471544	1072848	3	23	2	ch	0	3	7	5	0	
7277	1106694	502342	0	0	12	de	2	3	4	2	2	2
7278	1411466	612078	3	0	0	de	0	1	3	3	0	
7279	430001	605721	3	0	4	de	2	2	4	3	0	
7280	2528912	492263	0	0	16	de	2	3	4	1	2	2
7281	199605	1229217,2148295	0	0	15	de	9	2	4	1	0	
7282	938619	1136656,2585795	3	0	0	de	0	2	7	3	0	
7283	853594	1746248	2	0	0	de	0	2	4	1	1	
7284	55751	0	2	0	0	de	0	1	0	0	0	
7285	590436	3660692	3	6	14	de	10	3	6	2	2	7,4
7286	2413220	2111897,2167980	0	0	9	de	9	3	4	4	2	8
7287	1843706	0	2	0	0	de	7	3	7	0	0	
7288	1007858	3582227,82994	2	0	0	de	3	2	4	3	2	5
7289	343626	0	2	0	0	de	3	3	7	0	0	
7290	1820782	4173513	0	0	21	de	1	1	0	0	2	5
7291	484690	3645747	0	0	1	de	1	2	4	2	1	5
7292	868110	0	0	0	15	de	13	3	7	2	0	
7293	2920637	0	0	0	15	de	10	1	5	5	0	
7294	2566945	500718,4544606	3	0	22	de	1	2	5	4	0	
7295	2686425	0	2	0	0	de	2	3	3	0	2	8
7296	475848	1283916	3	0	0	de	0	2	4	2	3	8
7297	1146408	3551384	0	0	0	de	0	3	5	5	0	5
7298	1290303	0	2	0	0	de	8	3	4	0	2	3
7299	1720174	2177460,1072848,1342939	3	0	0	de	0	1	4	2	0	
7300	1662730	288376	3	0	9	de	9	3	6	2	0	3
7301	2172811	655030	0	0	18	de	9	3	4	2	0	8
7302	239756	4380932	3	13	8	de	7	3	7	2	0	
7303	2659298	2965627	2	0	0	de	0	2	4	2	1	8
7304	1942212	0	2	0	0	de	15	1	0	0	0	
7305	2582964	3698102	3	0	15	de	10	3	7	4	0	
7306	2096160	4499478,4169675	0	0	15	at	0	3	7	0	0	
7307	2300692	3205526,291827,4228890,679416	2	0	0	de	0	2	5	3	0	3
